(838537989.0, 2121.0)
profit, budget restant
départ, arrivée, numéro du camion
(14438, 120639, 3853)
(94985, 6607, 3853)
(136525, 50173, 4807)
(77869, 49384, 4807)
(87124, 1431, 4807)
(143875, 10792, 5931)
(75263, 82826, 4386)
(140164, 198422, 4386)
(61852, 80290, 4386)
(168121, 7362, 4386)
(12215, 86929, 5688)
(83320, 100071, 5053)
(39255, 167414, 4862)
(52746, 179560, 6379)
(102888, 34476, 6379)
(13137, 133952, 4462)
(101059, 110191, 6492)
(142207, 179971, 6492)
(23826, 44021, 6492)
(143309, 126195, 5296)
(33613, 129621, 5296)
(73066, 144033, 5296)
(74833, 111563, 5296)
(140108, 187660, 5296)
(175562, 155848, 5296)
(141724, 15959, 6183)
(129965, 107868, 6649)
(88908, 38767, 6649)
(44139, 125059, 5419)
(138006, 161961, 5419)
(54810, 157132, 5801)
(139984, 108121, 5801)
(83682, 87882, 5801)
(15701, 99208, 4590)
(166924, 181585, 4590)
(85874, 180374, 4590)
(162628, 171936, 5559)
(12295, 14109, 5931)
(130313, 90311, 4159)
(61018, 102609, 6379)
(20151, 194166, 6379)
(29218, 151393, 5688)
(42359, 66588, 5978)
(68157, 134334, 5053)
(106712, 145786, 4807)
(145908, 163001, 4807)
(95396, 196346, 4807)
(111105, 59528, 6492)
(59040, 100457, 4009)
(21702, 100164, 6113)
(27890, 76839, 4386)
(28207, 112310, 4386)
(68777, 155613, 6531)
(127569, 5098, 6531)
(157018, 147408, 4423)
(101241, 16679, 5296)
(22627, 62528, 5296)
(49125, 16784, 6247)
(199957, 160172, 5419)
(22876, 198742, 5801)
(124945, 184698, 5559)
(27883, 92507, 5559)
(118461, 170025, 6379)
(53253, 8070, 6379)
(61971, 48016, 5931)
(160298, 58194, 5931)
(167130, 182539, 5931)
(142282, 161929, 5931)
(66632, 149232, 4994)
(167137, 97562, 4590)
(90877, 45143, 4590)
(102772, 113712, 5688)
(51491, 90715, 3655)
(184336, 188879, 6492)
(75902, 18018, 6649)
(6299, 164185, 5053)
(100779, 108724, 6113)
(121137, 96461, 6113)
(31933, 147525, 4159)
(50135, 38174, 4159)
(93749, 95874, 5296)
(22370, 14119, 4226)
(123935, 190038, 5801)
(151892, 33023, 5801)
(115628, 3940, 4386)
(3133, 170182, 4386)
(69652, 77019, 4462)
(162851, 81930, 3780)
(135105, 120163, 5931)
(45448, 38688, 5610)
(116079, 82149, 6492)
(139758, 149018, 5688)
(132548, 186889, 5978)
(142961, 163505, 5978)
(10730, 75769, 5978)
(5990, 185117, 5978)
(90293, 189048, 6531)
(54158, 94919, 4994)
(145170, 60723, 6113)
(14730, 36113, 6183)
(86577, 175235, 3518)
(156328, 27944, 3943)
(170603, 104867, 4807)
(87782, 76845, 4807)
(131078, 122252, 5801)
(122748, 77149, 5296)
(180569, 16825, 5296)
(16868, 143835, 5296)
(67628, 117266, 6379)
(90145, 113546, 4159)
(39162, 58675, 4159)
(197638, 108563, 4159)
(133236, 114205, 6218)
(129006, 27216, 5419)
(84923, 199055, 5419)
(85947, 168699, 5931)
(136707, 195049, 5931)
(16031, 188302, 6492)
(196221, 94574, 6492)
(82024, 1174, 5559)
(123600, 39666, 4226)
(59538, 186314, 4226)
(153828, 13037, 4386)
(124392, 166003, 4462)
(98705, 19360, 6113)
(3808, 98825, 6113)
(37413, 81275, 4009)
(120097, 49221, 4994)
(22565, 72749, 4994)
(42588, 75860, 4994)
(80495, 136009, 4994)
(12100, 97841, 6247)
(123991, 69521, 4590)
(71658, 174206, 6379)
(23752, 54603, 5801)
(19492, 176659, 6302)
(50968, 176220, 6302)
(53964, 45376, 4862)
(9926, 155081, 6492)
(158002, 115724, 6492)
(70153, 164694, 5296)
(142646, 3777, 6649)
(103124, 133411, 5931)
(40271, 180149, 5931)
(121608, 59949, 4807)
(140162, 149293, 4807)
(182467, 2143, 5419)
(123647, 17501, 5419)
(64943, 18778, 3943)
(123457, 15181, 3943)
(5524, 137475, 5610)
(194126, 160226, 5688)
(6839, 99570, 5559)
(38142, 8977, 3518)
(92349, 51621, 6113)
(163536, 26551, 6113)
(32499, 82853, 6113)
(24217, 10815, 4159)
(92742, 2169, 4159)
(42212, 197961, 4159)
(126864, 38722, 4159)
(191287, 7161, 4159)
(177106, 149841, 4386)
(34088, 18591, 4226)
(185681, 82054, 4226)
(99067, 100740, 3284)
(53238, 72156, 6492)
(92176, 122284, 6492)
(127746, 161839, 6302)
(8442, 173701, 6218)
(197609, 89238, 4634)
(15888, 142815, 6531)
(55955, 66390, 4590)
(182949, 48492, 4590)
(108240, 185782, 4590)
(38381, 10408, 3853)
(137874, 47571, 3853)
(98902, 40219, 5296)
(135878, 125249, 5296)
(14536, 95707, 5296)
(120942, 122381, 5296)
(64040, 68666, 3780)
(20710, 96092, 3780)
(174739, 170252, 5978)
(114395, 55963, 5419)
(122787, 122474, 5610)
(167011, 89254, 5610)
(73654, 128139, 5688)
(164412, 2611, 6183)
(192859, 146792, 6113)
(28348, 100832, 6113)
(155026, 139863, 6113)
(92450, 75482, 6113)
(33436, 158998, 4807)
(33368, 13533, 4807)
(44376, 104584, 4807)
(18794, 9985, 3943)
(156356, 7777, 3943)
(23, 36773, 6379)
(52082, 141707, 6379)
(12529, 199513, 4159)
(137549, 23599, 3538)
(150661, 26668, 5801)
(164462, 180063, 5801)
(101927, 28792, 5801)
(183491, 130685, 6531)
(3062, 110044, 5053)
(179866, 166607, 5053)
(29293, 33909, 5053)
(196004, 157986, 4386)
(19265, 61418, 5931)
(96753, 26056, 5931)
(184277, 187710, 4226)
(26374, 153903, 3655)
(143713, 15719, 5978)
(88761, 29318, 5978)
(58536, 63273, 5978)
(157706, 120766, 4634)
(81607, 92040, 5296)
(121755, 48829, 5296)
(62657, 132297, 5296)
(144945, 95405, 5688)
(130472, 165594, 6113)
(36685, 32019, 6113)
(132351, 9063, 6113)
(139649, 133014, 6113)
(157634, 48833, 5419)
(49605, 131959, 5419)
(138225, 50010, 4590)
(170193, 91376, 4590)
(154278, 33139, 4590)
(13260, 107599, 4009)
(18845, 85132, 4009)
(138047, 121075, 5559)
(5388, 55669, 5559)
(5250, 160471, 5559)
(131046, 187347, 5559)
(78150, 35096, 6379)
(24010, 22729, 3853)
(19694, 74205, 3853)
(175377, 59800, 6649)
(129911, 122041, 6492)
(103259, 92916, 6492)
(129539, 34830, 3780)
(166395, 80093, 3780)
(8581, 59619, 6218)
(118301, 107817, 6531)
(35390, 60306, 5801)
(57488, 94764, 5801)
(86490, 9180, 5801)
(196217, 124156, 5931)
(91186, 73700, 6183)
(52584, 105213, 6183)
(49829, 22578, 4159)
(149801, 18557, 6113)
(113522, 131676, 5688)
(52957, 22301, 4386)
(151959, 41542, 5296)
(105830, 69197, 5296)
(32364, 61133, 5296)
(26410, 80140, 5296)
(183336, 35302, 6247)
(139070, 111670, 6247)
(92198, 63090, 4226)
(15034, 76260, 4853)
(12094, 54635, 5559)
(113957, 136162, 5559)
(182114, 186318, 5559)
(13188, 40428, 5559)
(153992, 37002, 5559)
(113224, 138383, 6379)
(168074, 91534, 6379)
(161569, 58109, 4634)
(85473, 95964, 6649)
(117960, 22969, 6492)
(176804, 109654, 6531)
(176409, 59674, 4807)
(184632, 44996, 4807)
(148403, 161891, 4807)
(97282, 21561, 4807)
(43313, 16133, 4807)
(60329, 119496, 5801)
(21088, 125290, 5801)
(97606, 114612, 5801)
(186772, 119897, 4009)
(84621, 28324, 3679)
(151049, 177363, 5931)
(153867, 26146, 5053)
(47499, 62480, 6183)
(103187, 119223, 3853)
(54623, 10014, 6379)
(122818, 109012, 5296)
(103816, 157142, 5296)
(28701, 145317, 5419)
(86554, 151857, 5419)
(115873, 48708, 5559)
(27189, 52971, 5559)
(66028, 100000, 5559)
(30085, 85836, 3943)
(11534, 65110, 4423)
(104884, 192337, 4159)
(190656, 8607, 6218)
(180785, 60547, 4634)
(62321, 129275, 4226)
(146020, 131297, 4226)
(24751, 15001, 5801)
(143036, 54034, 4590)
(94493, 84702, 5931)
(36564, 29098, 5978)
(145311, 92568, 4807)
(93389, 118347, 4807)
(54863, 85700, 4807)
(5900, 145209, 3538)
(37407, 40433, 3655)
(35703, 7160, 4994)
(14154, 87522, 4994)
(79687, 171479, 6379)
(144775, 61487, 5688)
(28794, 91273, 3518)
(33509, 6500, 6492)
(6106, 152444, 5610)
(83223, 130472, 5419)
(92254, 154376, 5296)
(166505, 142621, 5296)
(10478, 55977, 5801)
(10309, 5484, 5931)
(154823, 127595, 4853)
(161380, 115185, 5571)
(107169, 70467, 4386)
(177680, 151779, 4159)
(134025, 151917, 6183)
(26196, 112992, 6113)
(187212, 82567, 6113)
(169620, 145022, 6113)
(35370, 176887, 6113)
(122531, 29317, 4590)
(68284, 18523, 4590)
(52800, 130723, 4590)
(35584, 190497, 6247)
(114298, 64113, 6492)
(168295, 82250, 5688)
(89976, 149369, 6302)
(9912, 108026, 6531)
(106927, 11932, 5610)
(6325, 50253, 4994)
(62255, 176992, 4994)
(7901, 85360, 4994)
(128550, 19049, 4994)
(178747, 101928, 6218)
(173767, 189188, 5419)
(80655, 34657, 5419)
(117765, 57860, 5419)
(113619, 86658, 5296)
(173670, 35572, 4009)
(31702, 139064, 5931)
(56045, 94781, 5801)
(163825, 42997, 5801)
(65261, 22491, 3655)
(2472, 151433, 6183)
(33853, 39014, 6247)
(92904, 31878, 6247)
(45279, 176182, 3679)
(36098, 87, 6649)
(135888, 125217, 6649)
(145345, 188427, 6649)
(94349, 179322, 6492)
(127437, 189182, 6492)
(9587, 85639, 6492)
(85160, 57829, 3853)
(148150, 127185, 5688)
(5889, 11351, 4386)
(70275, 95946, 4386)
(192939, 3330, 4386)
(98253, 33786, 4386)
(81532, 29371, 3780)
(48192, 66804, 4590)
(85968, 157250, 4590)
(172489, 42333, 4159)
(45434, 123141, 4807)
(1518, 19774, 4807)
(143731, 97767, 4807)
(94928, 8992, 4807)
(168192, 64010, 4807)
(9850, 51739, 3943)
(34325, 157009, 3943)
(9513, 164, 3943)
(157455, 191323, 4994)
(84414, 61868, 4994)
(25564, 12530, 4226)
(52693, 58537, 5559)
(135930, 179368, 5559)
(23028, 190824, 5296)
(108109, 172770, 5296)
(167314, 92331, 5296)
(20138, 98617, 5296)
(179694, 138713, 5801)
(25646, 71013, 5801)
(131932, 57125, 6649)
(70969, 178975, 5571)
(79721, 98924, 6379)
(20627, 78162, 6379)
(124307, 84531, 6113)
(50382, 133220, 6113)
(104989, 143290, 6531)
(62538, 154237, 5688)
(158291, 67648, 5688)
(100381, 105831, 5688)
(79030, 162607, 6218)
(21673, 2027, 4634)
(71907, 181124, 4423)
(46507, 21849, 4423)
(71037, 52924, 5053)
(169639, 60097, 4590)
(93081, 177653, 4590)
(54959, 45584, 4590)
(51937, 143961, 4590)
(15624, 194712, 4590)
(103948, 80718, 4386)
(171779, 27635, 4807)
(161753, 160040, 4994)
(38340, 141045, 5559)
(128341, 16727, 5559)
(99722, 92411, 5931)
(173297, 82444, 5931)
(80251, 142575, 5931)
(56701, 186986, 5419)
(68576, 66093, 5419)
(13796, 195652, 4159)
(6786, 65532, 5296)
(14684, 199780, 6183)
(119667, 18186, 6183)
(109277, 181146, 6379)
(169077, 140736, 6247)
(133258, 148077, 6113)
(10016, 199887, 4226)
(36769, 75982, 5688)
(79383, 177638, 5688)
(118245, 153085, 5688)
(57267, 35743, 5688)
(17231, 162622, 6218)
(110147, 15642, 5053)
(178949, 14908, 5053)
(38051, 69098, 5931)
(51251, 114708, 4634)
(127819, 180110, 5801)
(165073, 23662, 5559)
(90208, 197330, 6379)
(13128, 166244, 6183)
(28137, 59094, 5419)
(43569, 179238, 4994)
(47755, 1910, 4807)
(113295, 281, 4807)
(52933, 12966, 4590)
(64302, 114140, 5296)
(20314, 19366, 5296)
(130472, 87813, 5296)
(4976, 143455, 5296)
(120534, 22888, 5296)
(176481, 9515, 5296)
(113330, 27301, 5296)
(185752, 8604, 4386)
(136887, 100107, 4159)
(95230, 66497, 4159)
(57953, 111879, 4159)
(134604, 144121, 5688)
(120755, 29566, 3780)
(18042, 86910, 3780)
(170536, 83942, 3780)
(34705, 93813, 6649)
(61525, 175198, 6649)
(68047, 144597, 6492)
(130994, 151144, 6492)
(16593, 119355, 6379)
(73988, 143084, 6379)
(75045, 124761, 6379)
(28120, 191334, 5978)
(29176, 90219, 6183)
(32211, 87263, 6183)
(173591, 166335, 6531)
(74925, 142022, 5559)
(178304, 183514, 5559)
(82727, 193440, 6113)
(116962, 155499, 5419)
(25085, 2052, 4994)
(135871, 94104, 4994)
(1635, 14886, 5296)
(172225, 132684, 5296)
(101973, 136292, 4807)
(149552, 184818, 4807)
(28034, 79964, 4009)
(176563, 2322, 4590)
(18201, 160343, 4386)
(34652, 89888, 4386)
(166674, 194702, 4386)
(166632, 110520, 6649)
(11814, 56124, 4159)
(56796, 67996, 5931)
(199742, 196857, 5931)
(163926, 105184, 3655)
(81335, 181161, 5978)
(83858, 62258, 4226)
(7231, 178888, 5801)
(169553, 18844, 6113)
(195861, 71274, 4853)
(38720, 69762, 5053)
(66410, 71371, 5559)
(152119, 65570, 5559)
(52683, 85597, 5559)
(31844, 79667, 3943)
(2862, 145580, 3943)
(114127, 19887, 5419)
(155105, 122624, 5296)
(27445, 133114, 4994)
(155695, 63362, 4994)
(194513, 161666, 4994)
(20474, 61782, 6218)
(99493, 75406, 6649)
(196546, 59121, 4807)
(170622, 47687, 4423)
(133865, 89825, 4590)
(39670, 124227, 4590)
(153534, 43276, 4590)
(111387, 3557, 4590)
(192508, 102733, 6492)
(135254, 47324, 6492)
(189305, 29561, 6492)
(148376, 39657, 6379)
(61152, 65583, 4009)
(23054, 172693, 5978)
(10725, 140248, 4386)
(63030, 192824, 4386)
(138904, 94128, 5801)
(190108, 152736, 5801)
(170789, 54086, 5559)
(189436, 80692, 5559)
(105666, 164193, 5053)
(176250, 187406, 4853)
(67064, 37988, 5419)
(190753, 172787, 5419)
(94404, 176758, 5419)
(23073, 111885, 4226)
(81453, 110287, 6649)
(173962, 80329, 6649)
(186088, 118046, 6649)
(1658, 199506, 5296)
(22806, 96018, 5296)
(111718, 113990, 5296)
(103734, 29150, 5296)
(195172, 182055, 5296)
(83978, 122019, 5688)
(197171, 91470, 5688)
(165155, 111709, 5688)
(68536, 2831, 3853)
(28451, 22972, 4994)
(178707, 144152, 4994)
(161758, 136781, 4994)
(51533, 92357, 6492)
(197059, 138415, 6492)
(198583, 61047, 3943)
(147624, 189370, 3943)
(61812, 194778, 6379)
(38082, 147840, 6379)
(92772, 90743, 6531)
(50780, 163714, 4634)
(16389, 126142, 5931)
(134289, 23014, 4807)
(81739, 194939, 4590)
(45937, 21496, 4590)
(168632, 126604, 4590)
(187726, 17973, 4590)
(89260, 117083, 6113)
(103024, 134544, 6113)
(20834, 120734, 6113)
(81699, 81398, 4423)
(90433, 75790, 5559)
(21312, 129947, 5559)
(74001, 79686, 5559)
(174246, 172884, 5559)
(185509, 96028, 4386)
(186694, 9678, 4386)
(2994, 22751, 4386)
(147539, 5615, 4009)
(97899, 11755, 4862)
(77036, 109302, 5419)
(165454, 147828, 5419)
(151911, 41302, 6492)
(138984, 135090, 4853)
(184711, 49338, 5688)
(14664, 99681, 5688)
(97240, 99828, 5688)
(26980, 76687, 6379)
(152344, 11475, 6531)
(1669, 117776, 5296)
(14270, 139356, 5296)
(57986, 60579, 5296)
(185805, 151515, 4159)
(36694, 46245, 4159)
(16974, 70092, 4994)
(142245, 15503, 4994)
(13487, 192040, 4994)
(167149, 185689, 4994)
(188773, 149594, 6302)
(124619, 136242, 6302)
(36596, 44605, 5931)
(108904, 156892, 6183)
(113582, 113173, 6183)
(6230, 136403, 6183)
(10481, 121211, 4226)
(80844, 165101, 4226)
(105242, 125821, 6113)
(191358, 68088, 5801)
(70124, 129750, 5801)
(168617, 45416, 5801)
(90380, 76971, 4634)
(25716, 61618, 4807)
(74253, 164192, 4807)
(170146, 75080, 3943)
(141436, 180890, 6649)
(175142, 65378, 6649)
(90586, 130767, 6649)
(32660, 191737, 6218)
(196380, 8655, 6492)
(149252, 80836, 6492)
(32089, 162188, 6492)
(171159, 66044, 3780)
(92111, 180910, 5053)
(146957, 30236, 6379)
(139295, 88822, 6531)
(70122, 139031, 5419)
(167678, 55510, 5419)
(87298, 85601, 5688)
(14478, 68388, 5688)
(163457, 114732, 4386)
(58904, 26798, 4386)
(159744, 134564, 4386)
(76683, 51982, 6247)
(29330, 97753, 5296)
(126208, 146739, 5296)
(142753, 70397, 5296)
(195914, 22065, 6183)
(164267, 20506, 5931)
(10869, 90376, 5931)
(42728, 180012, 4009)
(40775, 109244, 4009)
(16918, 191014, 4994)
(28366, 90234, 4994)
(154779, 9415, 6113)
(32405, 150031, 6113)
(95052, 25921, 6113)
(10362, 62716, 5801)
(103020, 62774, 5801)
(142933, 166123, 4159)
(183248, 53531, 4159)
(58297, 91579, 6649)
(104244, 139366, 6649)
(21873, 94496, 4462)
(48468, 4091, 6492)
(48392, 197722, 6492)
(72289, 165995, 4634)
(104620, 77839, 4807)
(171910, 44461, 5559)
(147844, 135132, 5559)
(9630, 98560, 5559)
(164278, 5206, 6531)
(10259, 59597, 6379)
(101254, 144303, 4590)
(154201, 146405, 4590)
(97435, 80309, 5419)
(103545, 112485, 6302)
(130937, 148205, 5571)
(93944, 77543, 3943)
(176208, 110557, 4423)
(88709, 111920, 3853)
(147856, 8828, 3853)
(140488, 158685, 6183)
(184552, 144904, 5931)
(97782, 165294, 5296)
(24683, 182345, 5296)
(18452, 60826, 5296)
(167314, 77830, 5296)
(34217, 39907, 5296)
(17928, 120876, 6113)
(65049, 97260, 5610)
(119340, 72973, 5610)
(173169, 52845, 4853)
(135955, 95640, 3780)
(71444, 183770, 3780)
(173382, 141972, 5801)
(82132, 14208, 5801)
(195769, 107575, 5801)
(192776, 190451, 6649)
(32862, 146255, 4994)
(28368, 7265, 6492)
(127876, 96702, 6218)
(150565, 57070, 4009)
(158547, 25649, 6379)
(76080, 19935, 6379)
(195435, 157365, 5559)
(106619, 165139, 5559)
(84124, 57272, 5559)
(183703, 40961, 6302)
(111485, 65744, 4807)
(88155, 4514, 4807)
(143813, 12270, 4807)
(104514, 25785, 4807)
(159189, 130716, 5688)
(126332, 181553, 5688)
(30838, 54169, 5571)
(37312, 18752, 5053)
(43792, 38558, 5419)
(196642, 102883, 5931)
(135042, 78624, 4590)
(12745, 160039, 4590)
(67330, 167341, 4590)
(35797, 133781, 6649)
(8172, 157605, 6649)
(143947, 20184, 5296)
(60242, 87385, 5296)
(43126, 89396, 5296)
(41542, 4213, 5296)
(141849, 8795, 4423)
(134007, 97869, 5801)
(18969, 149391, 6492)
(148306, 33286, 3853)
(96934, 131407, 4994)
(80738, 70647, 4994)
(65513, 113880, 6379)
(165357, 98610, 4386)
(169226, 22762, 4386)
(185297, 79942, 4386)
(170530, 126911, 4386)
(44821, 88242, 5559)
(111353, 104195, 5559)
(43176, 11126, 5559)
(162542, 199168, 3679)
(46238, 105585, 6183)
(12418, 145522, 5978)
(36020, 128672, 5931)
(171080, 160185, 4807)
(152664, 81163, 4807)
(197715, 188148, 4807)
(168430, 135517, 4807)
(145710, 157298, 4009)
(17260, 64321, 5419)
(25536, 166186, 5419)
(187674, 90871, 6649)
(70123, 185588, 6649)
(74061, 183414, 5053)
(110095, 138473, 6492)
(27798, 96463, 6256)
(142203, 46940, 5610)
(75188, 151639, 5296)
(197921, 128238, 5296)
(100492, 83461, 5296)
(98502, 131554, 6531)
(112156, 152127, 4590)
(60428, 42897, 6379)
(192315, 130412, 6379)
(58210, 110812, 4862)
(37730, 44316, 4994)
(38408, 33961, 4994)
(22315, 118614, 4853)
(124229, 33620, 6183)
(139011, 174832, 5559)
(110917, 191403, 5559)
(5181, 16911, 3943)
(36976, 79845, 3943)
(30467, 133264, 5688)
(9594, 127906, 5931)
(38803, 121246, 5931)
(175289, 36967, 4386)
(85219, 57341, 6113)
(151765, 79307, 6492)
(170234, 44368, 6492)
(194073, 52360, 3655)
(143622, 123706, 5801)
(162269, 83090, 5801)
(108535, 18092, 5801)
(41578, 60081, 4807)
(114252, 179064, 3780)
(43314, 46665, 5296)
(40001, 161659, 5296)
(30117, 98855, 5296)
(151432, 44473, 4159)
(38677, 189118, 4590)
(63797, 168412, 4590)
(156296, 179004, 6247)
(40057, 93296, 4994)
(105887, 17808, 4994)
(146204, 118102, 4994)
(87838, 11716, 6649)
(62079, 132897, 6649)
(161623, 82713, 6649)
(61825, 88512, 4853)
(196830, 2258, 5931)
(169974, 190482, 5559)
(180560, 168766, 5559)
(92516, 103620, 6113)
(142887, 97679, 3518)
(82957, 17870, 6492)
(92865, 22281, 6492)
(154249, 23831, 6531)
(88963, 39864, 6531)
(89313, 157708, 5419)
(129927, 19567, 5419)
(76381, 19130, 5419)
(14981, 54595, 4386)
(54993, 127971, 4386)
(124178, 163173, 4386)
(55719, 8872, 5053)
(2220, 71620, 3943)
(54796, 61167, 3943)
(39343, 58113, 3943)
(49390, 123496, 4807)
(115482, 82788, 4807)
(81368, 84935, 4807)
(53466, 179236, 4807)
(81073, 117997, 5296)
(37282, 96940, 5296)
(104327, 65298, 5296)
(2700, 111286, 5296)
(57916, 13438, 5296)
(166792, 178239, 6247)
(140513, 45690, 4634)
(44981, 102300, 6183)
(172407, 135565, 5931)
(124484, 31619, 5931)
(73793, 176450, 4590)
(9234, 44986, 4590)
(34408, 186657, 4590)
(140377, 173529, 4159)
(4954, 133913, 6492)
(9507, 179977, 5688)
(134886, 127200, 5688)
(157734, 106455, 5688)
(149002, 192414, 6113)
(123978, 124783, 4994)
(183051, 114682, 5559)
(173813, 189278, 5559)
(192933, 77306, 5559)
(89272, 149755, 6256)
(121348, 12801, 4226)
(1856, 44536, 5571)
(144674, 198078, 5801)
(119919, 42026, 5419)
(2358, 36434, 5419)
(30081, 81416, 5419)
(185376, 167794, 5419)
(197948, 11711, 6302)
(20177, 199795, 5610)
(85201, 166233, 5053)
(76994, 124607, 5053)
(10927, 31063, 6649)
(188313, 137383, 4386)
(121215, 19808, 5296)
(44166, 34315, 5296)
(94587, 65323, 5296)
(46563, 96418, 4807)
(23373, 105929, 4807)
(102110, 177678, 6492)
(30772, 108373, 3943)
(182671, 69909, 3943)
(193120, 112309, 4634)
(62166, 126574, 6113)
(66652, 171263, 5688)
(99975, 151309, 4462)
(120639, 159100, 5559)
(159409, 64814, 6379)
(23450, 132508, 3853)
(10054, 134135, 3853)
(86728, 72806, 4994)
(9567, 92110, 4994)
(15491, 97864, 4590)
(96176, 65827, 4590)
(76267, 126741, 4590)
(171915, 148251, 4590)
(117153, 22032, 6218)
(100026, 190367, 6218)
(10257, 25432, 4853)
(56401, 16980, 4853)
(166856, 83852, 4853)
(43367, 106090, 4159)
(165708, 183608, 4159)
(133766, 12710, 4159)
(185106, 107495, 4009)
(137120, 126614, 4009)
(167844, 180096, 4009)
(50696, 12147, 4226)
(146736, 21924, 6649)
(126167, 34146, 6649)
(117859, 139075, 3780)
(73024, 97697, 5053)
(15786, 91936, 6183)
(91980, 147400, 5296)
(167272, 177105, 5296)
(11269, 122015, 5296)
(127563, 143581, 5296)
(102848, 60953, 5296)
(90579, 9720, 5296)
(128442, 60609, 5931)
(157002, 77572, 5931)
(44233, 128615, 5688)
(126972, 178899, 6379)
(133469, 98628, 6379)
(83169, 187419, 4807)
(82406, 121862, 4807)
(68102, 180356, 4386)
(6576, 81461, 4386)
(60885, 32270, 5559)
(188119, 119834, 6218)
(87792, 157247, 6218)
(56470, 177327, 4462)
(123205, 143741, 5801)
(121878, 82006, 5801)
(127685, 7845, 5801)
(11701, 115854, 5801)
(166672, 82522, 3943)
(190965, 142135, 6649)
(85138, 179931, 6649)
(124383, 61680, 6247)
(111700, 153781, 5610)
(15439, 5290, 4590)
(124024, 44219, 4590)
(179835, 18775, 4590)
(33017, 72531, 4590)
(103167, 78371, 5419)
(161392, 167477, 5419)
(194485, 146892, 4853)
(176847, 58690, 3587)
(119897, 10054, 3853)
(115120, 35556, 3853)
(100167, 146759, 5053)
(1318, 131779, 4159)
(86551, 177267, 6113)
(49222, 156270, 6379)
(82505, 74361, 6379)
(24410, 185512, 5296)
(117371, 3476, 5296)
(59115, 190623, 5296)
(152874, 84013, 4226)
(125794, 4035, 5688)
(17077, 175087, 4009)
(11628, 188740, 4009)
(38615, 119268, 6218)
(177044, 115409, 4807)
(24694, 187074, 4807)
(24691, 132159, 5801)
(27056, 37282, 6649)
(30474, 128110, 4386)
(111354, 83262, 4386)
(39111, 112730, 4386)
(162513, 181971, 4462)
(48514, 27982, 4462)
(131240, 16166, 5419)
(186328, 63377, 5419)
(166419, 115935, 4590)
(124810, 151691, 4590)
(63225, 150356, 4590)
(182015, 83102, 4853)
(28032, 24314, 5053)
(63002, 183411, 5931)
(126072, 103836, 6379)
(25322, 17353, 6113)
(131145, 31938, 3943)
(86276, 198811, 5688)
(12819, 173503, 5688)
(38538, 79383, 5688)
(114061, 69093, 5296)
(199520, 186011, 5296)
(68711, 15685, 5296)
(185478, 146907, 5296)
(143108, 86074, 5296)
(15658, 172334, 3853)
(165833, 147136, 3853)
(175219, 48791, 6649)
(185004, 136527, 4423)
(3518, 93643, 5559)
(124945, 185603, 5559)
(154065, 62785, 5559)
(157104, 147593, 5801)
(128301, 49780, 5801)
(178810, 132699, 5801)
(170019, 22009, 6247)
(103258, 134161, 6492)
(164842, 92239, 6492)
(180134, 71905, 4009)
(29413, 36888, 4807)
(77441, 26702, 4807)
(57022, 59674, 4807)
(177154, 54927, 6183)
(79372, 101093, 6531)
(164703, 153908, 6531)
(77740, 99688, 4994)
(72918, 98027, 4994)
(89799, 61444, 5978)
(92395, 131548, 5978)
(102719, 163378, 3780)
(31590, 46702, 4634)
(128007, 129848, 4634)
(132094, 63161, 4634)
(127937, 84423, 5419)
(199553, 14313, 5419)
(26040, 79912, 5419)
(122814, 175049, 5419)
(71502, 136991, 6379)
(65262, 166026, 4386)
(58846, 149750, 5931)
(187674, 23599, 5931)
(14487, 187912, 3679)
(72725, 183419, 3679)
(88040, 17742, 6302)
(7536, 91114, 6302)
(147241, 84814, 4853)
(110244, 181085, 6218)
(78432, 94199, 6649)
(184274, 53410, 5296)
(150057, 50179, 5296)
(195069, 124328, 5296)
(143103, 132951, 5296)
(34495, 113461, 5296)
(111302, 185851, 6247)
(110418, 158128, 5801)
(76406, 24759, 6492)
(135766, 169406, 5559)
(101720, 108354, 5559)
(87925, 114778, 5559)
(26672, 59870, 3943)
(47343, 125182, 6183)
(142885, 83515, 4159)
(137839, 193395, 4159)
(89186, 161591, 4159)
(8949, 176235, 3853)
(87717, 89290, 4807)
(84087, 167054, 4807)
(22679, 48673, 4807)
(51111, 97967, 4807)
(193509, 66855, 4807)
(70468, 155231, 4226)
(31147, 37134, 4226)
(127080, 111523, 6113)
(115248, 199193, 6113)
(58000, 157666, 6113)
(132046, 98102, 6113)
(105177, 97838, 5419)
(156210, 97349, 6302)
(149159, 28847, 6302)
(100806, 68287, 4634)
(183229, 122352, 6218)
(118576, 128244, 5688)
(127144, 38323, 5053)
(12464, 120895, 4386)
(24542, 52845, 4386)
(65238, 65666, 4386)
(83122, 42501, 6492)
(55088, 6078, 5296)
(11, 14415, 5296)
(52333, 11625, 5296)
(145725, 2747, 5296)
(24860, 198585, 5296)
(69254, 129798, 5296)
(77792, 172991, 3780)
(172477, 42642, 3780)
(13628, 18377, 5801)
(85447, 110003, 5801)
(41074, 45395, 4590)
(108432, 100406, 4590)
(115742, 19286, 4590)
(36262, 154228, 4590)
(41060, 80175, 6531)
(17177, 87496, 6531)
(27651, 6288, 5559)
(66617, 136724, 5559)
(132814, 62930, 5559)
(61161, 86681, 5931)
